Bill Name,Long Title,Distance to Centroid,Silhouette Score
HB2075,Reauthorizes through FY2025 the School-based Health Centers program and removes specified limitations on the receipt of additional or multiple funds under the program.,0.5988740006920494,0.0276568027071962
HB3439,"Reauthorizes through FY2026 the Patient-Centered Outcomes Research Trust Fund, which supports research that evaluates and compares outcomes and the clinical effectiveness, risks, and benefits of two or more medical treatments, services, or other health practices. The bill also requires that research supported by the trust prioritize substance use disorders (including opioid use), mental health, and maternal health. Additionally, the bill extends specified fees on private health insurance plans, including self-insured plans, which support the trust.",0.6059949435012973,-0.01016901270189
HB3823,"Requires entities (e.g., institutions of higher education) that are awarded Health Profession Opportunity Grants to train project participants to earn recognized postsecondary credentials, including industry-recognized credentials.",0.6144301354733708,0.0291112016903185
HB6218,"Specifically includes pharmacy services and certain self-administered drugs as part of covered home infusion therapy under Medicare, and specifies that certain payment components still apply regardless of whether or not a qualified supplier is physically present in the beneficiary's home.",0.6192279370266646,-0.0034881391280318
HB2990,"Eliminates certain criteria that hospitals must meet in order to qualify as critical access hospitals that receive special payment under Medicare. Specifically, the bill eliminates the requirement that a hospital must either (1) be located more than 35 miles (15 miles in mountainous regions or areas with only secondary roads) from another hospital, or (2) have been certified prior to January 1, 2006, by the state as a necessary provider of services in the area.",0.620015054837022,0.0174681121450464
HB3346,"Requires the Department of Health and Human Services, when awarding grants to train low-income individuals to work in certain health care occupations, to make certain efforts to ensure the geographic diversity of grant recipients.",0.620852565681668,0.0111637788860234
HB8025,"Limits the scope of guidance issued by the Centers for Medicare & Medicaid Services (CMS) regarding the secondary road criteria for Medicare critical access hospitals (CAHs). Currently, in order to qualify as a CAH under Medicare, a hospital must either (1) be located more than 35 miles (15 miles in mountainous regions or areas with only secondary roads) from another hospital, or (2) have been certified prior to January 1, 2006, by the state as a necessary provider of services in the area. The CMS issued guidance on July 31, 2015, that provided more detail as to the differences between primary and secondary roads for purposes of CAH certification. The bill specifies that this guidance does not apply to CAHs that were certified prior to July 31, 2015, and that these CAHs are instead subject to the standards that were in place before the guidance was issued. Ongoing CAH certifications are also subject to pre-guidance standards until the CMS issues new guidance after a specified public comment period.",0.6224245827084345,-0.0035273716972256
HB1983,"Reauthorizes for FY2020-FY2024 and makes appropriations for the Community Health Center Fund, which provides enhanced funding for the community health center program and the National Health Service Corps.",0.6238442262614974,-0.006641859916964
HB3057,"Accelerates the application of certain changes that are scheduled to take effect under the Substance Use-Disorder Prevention that Promotes Opioid Recovery and Treatment (SUPPORT) for Patients and Communities Act relating to the coverage of former foster youth under Medicaid. Under current law, a state Medicaid program must cover former foster youth until the age of 26 if the youth were in the state's foster care system at the age of 18 and were enrolled in the state's Medicaid program while in foster care; a state may choose to also cover former foster youth from other states. The SUPPORT for Patients and Communities Act altered these provisions to require a state Medicaid program to cover former foster youth from other states until the age of 26; such changes apply to former foster youth who reach the age of 18 on or after January 1, 2023. The bill instead applies these changes to former foster youth who reach the age of 18 on or after the date of enactment of this bill.",0.6257417651622018,0.0342184457894384
HB2594,"Allows federally qualified health centers (FQHCs) and rural health centers (RHCs) to receive payment under Medicare for hospice services. Currently, attending physicians who work for FQHCs and RHCs may provide hospice services only outside of FQHC or RHC work hours and must bill Medicare under their own provider numbers; FQHCs and RHCs may not receive payment under Medicare for such services.",0.6285815005369221,0.0040238894454887
HB2848,Provides authority for the Department of Labor to enforce the parity requirements for group health plans with respect to the coverage of mental health and substance use disorder benefits.,0.634945811822728,0.0082588678774868
HB7391,"Modifies requirements relating to coverage of telehealth services under Medicare. Specifically, the bill removes restrictions that require the originating site (i.e., the location of the beneficiary) to be in a rural area, and allows the home of a beneficiary to serve as the originating site for all services (rather than for only certain services).",0.6484929724335362,-0.0024781360900754
HB1135,Authorizes advance appropriations for the Indian Health Services and Indian Health Facilities accounts of the Indian Health Service. The advance appropriations provide new budget authority that first becomes available in the first fiscal year after the budget year. The bill requires the President's budget request to include information on estimates for the advance appropriations.,0.6513724784695827,0.009076433788362
HB2003,"Provides statutory authority to allow federal employees to enroll in the Federal Employees Health Benefits Program (FEHB), or make changes to their enrollment due to a qualifying life event, during a lapse in appropriations for the federal government. Specifically, the bill designates the FEHB services as excepted services under the Anti-Deficiency Act.",0.6652932800499717,-0.0133749188850005
HB2809,"Repeals certain work requirements for the Supplemental Nutrition Assistance Program (SNAP, formerly known as the food stamp program). (Under current law, the requirements apply to able-bodied adults who are ages 18-49 and have no dependent children. Individuals who do not meet certain work requirements are generally prohibited from receiving more than 3 months of SNAP benefits over a 36-month period.)",0.667406653921815,-0.0493009015222689
HB1528,Reauthorizes through FY2024 the comprehensive opioid abuse grant program administered by the Department of Justice.,0.6741265851116817,-0.0021666476760166
HB934,Requires the Department of the Treasury to transfer additional funds to provide health benefits for retired coal miners. The bill adds miners affected by 2018 coal company bankruptcies to the group whose retiree health benefits are taken into account in determining the amount that Treasury must transfer under current law to the Multiemployer Health Benefit Plan.,0.680539322298826,-0.009266006420253
HB1055,"Establishes that a foreign nongovernmental organization shall not be disqualified from receiving certain U.S. international development assistance solely because the organization provides medical services using non-U.S. government funds if the medical services are legal in both the United States and the country in which they are being provided. Such foreign organizations shall not be subject to requirements relating to their use of non-U.S. funds for advocacy or lobbying activities, other than those that apply to U.S. nongovernmental organizations. Current U.S. policy prohibits various foreign assistance from going to a foreign nongovernmental organization unless it agrees to not perform or actively promote abortions.",0.6856801480665143,0.0062470553496567
HB3159,Requires the National Highway Traffic Safety Administration to establish a two-year pilot program to create and study the effects of a public marketing campaign to raise awareness on driving while under the influence of prescription and over-the-counter medications. The program shall be implemented in states or territories that are most affected by the opioid epidemic.,0.6983943572190268,0.0151936472083605
HB3153,Directs the National Science Foundation to support merit-reviewed and competitively awarded research on the science of opioid addiction.,0.7073065693916925,0.014904129700527
HB5510,Authorizes the Department of Health and Human Services to distribute Protection and Advocacy for Voting Access (PAVA) program grants to the protection and advocacy systems of the Commonwealth of the Northern Mariana Islands and the American Indian consortium.,0.7088829589845584,-0.0145130553859543
HB2550,"Authorizes the use of Department of Homeland Security (DHS) grant funds for certain anti-blood loss purposes. Specifically, a grant under the Urban Area Security Initiative or the State Homeland Security Grant Program may be used to purchase or distribute anti-blood loss supplies (tourniquets, gauze, dressings, or other appropriate materials) for use in medical emergencies in places where people gather; to provide training on the proper use of anti-blood loss supplies to enhance public safety; or to make grants to an eligible entity for such purposes. DHS shall (1) allocate such funds by a formula developed by DHS that takes into consideration the relative populations of each geographic area for which a grant is made; and (2) conduct outreach to inform state, local, and tribal governments and high-risk urban areas that apply for grants under that initiative or program of the availability of funds under this bill.",0.7125042060964342,-0.0149653139928385
HB5789,Deems certain nonprofit child care providers to be small business concerns so that they may participate in loan programs administered by the Small Business Administration.,0.718524244349709,-0.0193563226656859
HB6533,"Authorizes the Department of Defense to enter into memoranda of understanding with state and local health authorities to share the practices of, and lessons learned by, the military heath system concerning the prevention of infant and maternal mortality.",0.729200153600836,-0.0193391762528077
