Bill Name,Long Title,Distance to Centroid,Silhouette Score
HB8406,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes.",0.2520839456722341,0.1866541121324361
HB6800,"Responds to the COVID-19 (i.e., coronavirus disease 2019) outbreak and its impact on the economy, public health, state and local governments, individuals, and businesses. Among other things, the bill provides FY2020 emergency supplemental appropriations to federal agencies; provides payments and other assistance to state, local, tribal, and territorial governments; provides additional direct payments of up to $1,200 per individual; expands paid sick days, family and medical leave, unemployment compensation, nutrition and food assistance programs, housing assistance, and payments to farmers; modifies and expands the Paycheck Protection Program, which provides loans and grants to small businesses and nonprofit organizations; establishes a fund to award grants for employers to provide pandemic premium pay for essential workers; expands several tax credits and deductions; provides funding and establishes requirements for COVID-19 testing and contact tracing; eliminates cost-sharing for COVID-19 treatments; extends and expands the moratorium on certain evictions and foreclosures; and requires employers to develop and implement infectious disease exposure control plans. The bill also modifies or expands a wide range of other programs and policies, including those regarding Medicare and Medicaid, health insurance, broadband service, medical product supplies, immigration, student loans and financial aid, the federal workforce, prisons, veterans benefits, consumer protection requirements, the U.S. Postal Service, federal elections, aviation and railroad workers, and pension and retirement plans.",0.2636120108398495,0.1745134960297252
HB6379,"Responds to the COVID-19 (i.e., coronavirus disease 2019) outbreak and its impact on the economy, public health, state and local governments, individuals, and businesses. The bill provides FY2020 supplemental appropriations for federal agencies to respond to the COVID-19 outbreak. The supplemental appropriations are designated as emergency spending, which is exempt from discretionary spending limits. In addition, the bill expands paid sick days, family and medical leave, unemployment compensation, and food assistance programs; provides economic assistance payments of up to $1,500 per individual; eliminates cost-sharing (e.g., deductibles, coinsurance, or copayments) for COVID-19 treatments and vaccines; requires health care facilities to implement a comprehensive infectious disease exposure control plan to protect health care workers; provides grants, loans, and other assistance to hospitals, small businesses, state and local governments, elementary and secondary schools, institutions of higher education, and airports; expands or establishes various tax credits; and establishes requirements for early voting and absentee voting. The bill also modifies or expands a wide range of other programs and policies, including those regarding Medicare and Medicaid, medical product supplies, housing, student loans and financial aid, the federal workforce, veterans benefits environmental and consumer protection requirements, the U.S. Postal Service, aviation workers and the airline industry, and pension and retirement plans.",0.2739320241310227,0.1709649788972014
HB14,"Provides funding for various public health programs and activities and revises multiple provisions, including within the tax code, to respond to COVID-19 (i.e., coronavirus disease 2019) and otherwise address health outcomes. The bill specifically makes changes to support pharmaceutical manufacturing and supply chains; prevent diversion of controlled substances; increase access to telehealth services under Medicare; and expand various public health programs to address health disparities, maternal and infant health, and behavioral health.",0.3220771452235826,0.1657507234481039
HB8363,"To protect our democracy by preventing abuses of presidential power, restoring checks and balances and accountability and transparency in government, and defending elections against foreign interference, and for other purposes.",0.3264084655436131,0.1974426693659459
HB1612,"Addresses voter registration, congressional redistricting, election security, political spending, and ethics for the three branches of government. The bill provides for the automatic registration of eligible voters. Voters must present identification to vote. The bill requires states to hold open primaries. The bill provides for states to establish independent, nonpartisan redistricting commissions. The bill also sets forth provisions related to election security, including sharing intelligence information with state election officials, protecting the security of the voter rolls, supporting states in securing their election systems, developing a national strategy to protect the security and integrity of U.S. democratic institutions, establishing in the legislative branch the National Commission to Protect United States Democratic Institutions, and other provisions to improve the cybersecurity of election systems. addresses campaign spending, including by expanding the ban on foreign nationals contributing to or spending on elections; expanding disclosure rules pertaining to organizations spending money during elections, campaign advertisements, and online platforms; and revising disclaimer requirements for political advertising. sets forth provisions related to ethics in all three branches of government. Specifically, the bill requires a code of ethics for federal judges and justices, prohibits Members of the House from serving on the board of a for-profit entity, expands enforcement of regulations governing foreign agents, and establishes additional conflict-of-interest and ethics provisions for federal employees and the White House. The bill also requires candidates for President, Vice President, and Congress to submit 10 years of tax returns.",0.3284751569232401,0.2055913082530836
HB8527,"To address the high costs of health care services, prescription drugs, and health insurance coverage in the United States, and for other purposes.",0.3375299820728744,0.1474005971620747
HB8200,"Expands COVID-19 (i.e., coronavirus disease 2019) relief efforts, expands data collection and health literacy, supports research, promotes diversity in the health professional workforce, increases access to telehealth and other health care, and otherwise addresses the health of minority populations and immigrants. For example, the bill provides funding for emergency aid and services, grants to address COVID-19 health inequities, grants to address social determinants of health, and payments for language services. It also expands COVID-19 testing and contact tracing.",0.3410466454787187,0.151237176459772
HB1,"Addresses voter access, election integrity, election security, political spending, and ethics for the three branches of government. Specifically, the bill expands voter registration and voting access and limits removing voters from voter rolls. The bill provides for states to establish independent, nonpartisan redistricting commissions. The bill also sets forth provisions related to election security, including sharing intelligence information with state election officials, protecting the security of the voter rolls, supporting states in securing their election systems, developing a national strategy to protect the security and integrity of U.S. democratic institutions, establishing in the legislative branch the National Commission to Protect United States Democratic Institutions, and other provisions to improve the cybersecurity of election systems. addresses campaign spending, including by expanding the ban on foreign nationals contributing to or spending on elections; expanding disclosure rules pertaining to organizations spending money during elections, campaign advertisements, and online platforms; and revising disclaimer requirements for political advertising. establishes an alternative campaign funding system for certain federal offices. The system involves federal matching of small contributions for qualified candidates. sets forth provisions related to ethics in all three branches of government. Specifically, the bill requires a code of ethics for federal judges and justices, prohibits Members of the House from serving on the board of a for-profit entity, expands enforcement of regulations governing foreign agents, and establishes additional conflict-of-interest and ethics provisions for federal employees and the White House. The bill also requires candidates for President and Vice President to submit 10 years of tax returns.",0.3417733119046736,0.2077878321487327
HB6637,"To improve the health of minority individuals, and for other purposes.",0.3467432672480974,0.1424029786694468
HB1893,"To reform sentencing, prisons, re-entry of prisoners, and law enforcement practices, and for other purposes.",0.355053576090181,0.2044573621158382
HB7095,"Addresses provisions related to federal-aid highway, transit, highway safety, motor carrier, research, hazardous materials, and rail programs of the Department of Transportation (DOT). Among other provisions, the bill extends FY2020 enacted levels through FY2021 for federal-aid highway, transit, and safety programs; reauthorizes for FY2022-FY2025 several surface transportation programs, including the federal-aid highway program, transit programs, highway safety, motor carrier safety, and rail programs; addresses climate change, including strategies to reduce the climate change impacts of the surface transportation system and conduct a vulnerability assessment to identify opportunities to enhance the resilience of the surface transportation system and ensure the efficient use of federal resources; revises Buy America procurement requirements for highways, mass transit, and rail; establishes a rebuild rural grant program to improve the safety, state of good repair, and connectivity of transportation infrastructure in rural communities; implements new safety requirements across all transportation modes; and directs DOT to establish a pilot program to demonstrate a national motor vehicle per-mile user fee to restore and maintain the long-term solvency of the Highway Trust Fund and achieve and maintain a state of good repair in the surface transportation system.",0.360902857298855,0.1892354943491957
HB6321,"Responds to the COVID-19 (i.e., coronavirus disease 2019) emergency and generally provides for financial assistance and other aid to individuals, businesses, and state and local governments for the duration of the emergency period. Among other things, the bill provides direct payments to individuals of up to $2,000 a month, subject to limits based on adjusted gross income; establishes digital wallets for individuals without bank accounts to receive such payments; provides for the suspension of specified housing and consumer loan payments, evictions, and foreclosures; creates financial assistance programs regarding housing, student loans, and utilities; establishes credit programs for small businesses, nonprofit organizations, farms, independent contractors, minority depository institutions, and community development financial institutions; authorizes funds for housing assistance, elderly assistance, and emergency production of medical supplies; and provides for investigation, oversight, and other requirements regarding COVID-19 aid. The bill also modifies existing provisions, including those regarding deposit insurance for transaction accounts, Federal Reserve Board purchases of municipal bonds, stock buybacks, required disclosures by issuers of securities, international aid programs, and agency guidance concerning pandemics and major disasters.",0.3653058624101997,0.1405485337394837
HB4674,"Reauthorizes and revises the Higher Education Act of 1965, including to revise federal student financial aid programs, consolidate federal student loans and expand loan forgiveness, increase college access and success for certain students, and revise accountability measures. Specifically, the bill revises financial aid programs, including to (1) increase the maximum federal Pell Grant award, (2) provide incentives for states to fund public institutions of higher education (IHEs), and (3) increase and make permanent funding for minority-serving IHEs. The bill also revises federal student loan programs, including to (1) replace existing student loan repayment plans with one income-based repayment plan and one fixed repayment plan, (2) allow existing borrowers to lower their payments by switching to the new plans, and (3) expand public service loan forgiveness programs (e.g., TEACH grants) and create appeal processes for denied applications. In addition, the bill increases college access and success for certain students (e.g., students with low-income, children, or the disabled) through investments and practices, such as student support services and accelerated learning opportunities. Finally, the bill revises accountability measures for IHEs (including for-profit IHEs), job training programs, college accrediting agencies, and lenders. In particular, the bill updates the performance goals of the Office of Federal Student Aid and requires the Department of Education to be responsible for the oversight of the office.",0.371112953057313,0.1076109581544137
HB8309,"To authorize certain authorities of the Department of Homeland Security, and for other purposes.",0.3768832511047101,0.1581907240796174
