Bill Name,Long Title,Distance to Centroid,Silhouette Score
HB8330,To amend the Higher Education Act of 1965 to amend the public service loan forgiveness program.,0.6431820535516538,-0.0116043143381927
HB7060,"To modify conditions of funding for the distance learning, telemedicine, and broadband program of the Rural Utilities Service, and for other purposes.",0.6494013197027272,-0.0087495885387135
HB9452,"To amend the Securities Act of 1933 with respect to small company capital formation, and for other purposes.",0.6502664115408439,0.0006451035583058
HB2526,"To enhance oversight of the implementation of subtitles B and C of title III of the American Rescue Plan Act of 2021 by the Secretary of the Treasury and the Secretary of Housing and Urban Development, and for other purposes.",0.6503558825054883,0.002925829885504
HB6018,To allow amounts made available for the Continuum of Care program of the Secretary of Housing and Urban Development.,0.6524553806284029,-0.0345708951708235
HB4507,"To amend title IV-A of the Social Security Act, and for other purposes.",0.6565966378785688,-0.0101428981372663
HB1840,"To amend the Small Business Act and the CARES Act to extend the covered period for the paycheck protection program, and for other purposes.",0.6573569296599477,-0.0001228069081993
HB4907,To amend title 11 of the United States Code to modify the dischargeability of debts for certain educational payments and loans.,0.6581802447617168,0.0018812816262075
HB8443,To impose additional requirements for covered agencies in regulatory flexibility analysis.,0.6592421825571007,0.0194685926837551
HB9345,"To direct the Administrator of the Small Business Administration to improve outreach and education on employee ownership, and for other purposes.",0.6597448417763794,0.0151869706504912
HB7240,To reauthorize the READ Act.,0.6678226106422208,-0.0050219169296035
HB2900,To permanently exempt payments made from the Railroad Unemployment Insurance Account from sequestration under the Balanced Budget and Emergency Deficit Control Act of 1985.,0.6696291248397477,-0.030220435248028
HB9014,"To provide for supplemental appropriations to increase the number of Americorps members and to increase the living allowances of such members, and for other purposes.",0.6707533521811141,-0.0207736467828531
HB7593,To direct the Secretary of Commerce to establish a clearinghouse to assist economic development activities in capacity-constrained communities.,0.6719079011888188,-0.0085178781823549
HB8004,To amend the Food and Nutrition Act of 2008 to restore and standardize work requirements for able-bodied adults enrolled in the supplemental nutrition assistance program.,0.6754145367058717,0.0006054873351142
HB7657,"To amend the Consolidated Appropriations Act, 2017 to extend the availability of identity protection coverage to individuals whose personally identifiable information was compromised during recent data breaches at Federal agencies, and for other purposes.",0.6774121027688484,-0.006021981929463
HB8927,"To amend the Ethics in Government Act of 1978 to require the electronic filing of all public financial disclosure forms, and for other purposes.",0.6854879397450395,0.0003629701105049
HB8347,"To protect the cost-of-living allowance for a member of the Armed Forces assigned to a duty station located outside the United States, and for other purposes.",0.6912342839744328,-0.030727279253802
HB144,To forestall the loss of research talent by establishing a temporary early career research fellowship program.,0.7024654071807528,-0.033946099203425
HB6868,"To amend the Homeland Security Act of 2002 to provide for financial assistance to fund certain cybersecurity and infrastructure security education and training programs and initiatives, and for other purposes.",0.7074439254016025,-0.0451610331725934
HB5519,"To improve the collection and publication of statistics relating to Puerto Rico, and for other purposes.",0.7137878543426084,0.0032679335348806
HB8775,"To amend the Congressional Budget Act of 1974 to provide that any estimate prepared by the Congressional Budget Office or the Joint Committee on Taxation shall include costs relating to servicing the public debt, and for other purposes.",0.7307965756552135,-0.0150026462151604
